Дата,Температура (день),Давление (день),Облачность (день),Ветер (день),Температура (вечер),Давление (вечер),Облачность (вечер),Ветер (вечер)
2008-04-5,+17,747,Малооблачно,В 2м/с,+14,748,Пасмурно,В 2м/с
2008-04-6,+20,753,Переменная облачность,ЮЗ 2м/с,+16,753,Малооблачно,ЮЗ 2м/с
2008-04-7,+20,755,Переменная облачность,Ю 3м/с,+16,756,Малооблачно,Ю 3м/с
2008-04-8,+19,755,Переменная облачность,Ю 3м/с,+14,754,Ясно,Ю 3м/с
2008-04-9,+20,753,Ясно,Ю 3м/с,+15,753,Ясно,Ю 3м/с
2008-04-10,+21,752,Малооблачно,Ю 2м/с,+17,752,Переменная облачность,Ю 2м/с
2008-04-11,+22,750,Переменная облачность,Ю 3м/с,+14,750,Ясно,Ю 3м/с
2008-04-12,+21,747,Пасмурно,ЮЗ 2м/с,+17,747,Ясно,ЮЗ 2м/с
2008-04-13,+20,747,Ясно,С 2м/с,+13,748,Ясно,С 2м/с
2008-04-14,+9,743,Пасмурно,В 4м/с,+5,740,Пасмурно,В 4м/с
2008-04-15,+8,747,Переменная облачность,В 3м/с,+3,752,Ясно,В 3м/с
2008-04-16,+8,758,Ясно,В 2м/с,+5,759,Малооблачно,В 2м/с
2008-04-17,+11,759,Переменная облачность,ЮВ 3м/с,+7,758,Пасмурно,ЮВ 3м/с
2008-04-18,+12,756,Пасмурно,ЮВ 4м/с,+9,754,Пасмурно,ЮВ 4м/с
2008-04-19,+12,753,Пасмурно,ЮВ 2м/с,+10,751,Пасмурно,ЮВ 2м/с
2008-04-20,+15,748,Ясно,З 2м/с,+10,748,Ясно,З 2м/с
2008-04-21,+19,746,Переменная облачность,Ю 2м/с,+14,746,Переменная облачность,Ю 2м/с
2008-04-22,+18,742,Пасмурно,З 2м/с,+13,742,Переменная облачность,З 2м/с
2008-04-23,+9,746,Пасмурно,СЗ 3м/с,+9,747,Пасмурно,СЗ 3м/с
2008-04-24,+4,742,Пасмурно,С 2м/с,+5,744,Переменная облачность,С 2м/с
2008-04-25,+13,750,Переменная облачность,ЮЗ 3м/с,+11,752,Малооблачно,ЮЗ 3м/с
2008-04-26,+16,752,Переменная облачность,ЮЗ 3м/с,+10,753,Ясно,ЮЗ 3м/с
2008-04-27,+14,755,Малооблачно,СЗ 4м/с,+8,753,Ясно,СЗ 4м/с
2008-04-28,+15,752,Малооблачно,З 1м/с,+9,752,Ясно,З 1м/с
2008-04-29,+17,752,Малооблачно,СЗ 2м/с,+12,753,Ясно,СЗ 2м/с
2008-04-30,+20,754,Малооблачно,З 2м/с,+15,755,Ясно,З 2м/с
2008-05-1,+21,752,Переменная облачность,З 2м/с,+16,750,Пасмурно,З 2м/с
2008-05-2,+14,751,Пасмурно,СВ 4м/с,+8,753,Пасмурно,СВ 4м/с
2008-05-3,+13,754,Малооблачно,С 4м/с,+9,754,Ясно,С 4м/с
2008-05-4,+15,755,Ясно,СВ 2м/с,+8,754,Ясно,СВ 2м/с
2008-05-5,+17,752,Ясно,З 1м/с,+11,751,Ясно,З 1м/с
2008-05-6,+19,746,Ясно,З 2м/с,+14,744,Ясно,З 2м/с
2008-05-7,+20,742,Переменная облачность,З 2м/с,+16,743,Переменная облачность,З 2м/с
2008-05-8,+20,741,Пасмурно,С 3м/с,+15,743,Пасмурно,С 3м/с
2008-05-9,+19,746,Переменная облачность,З 2м/с,+12,748,Переменная облачность,З 2м/с
2008-05-10,+20,751,Малооблачно,З 2м/с,+14,752,Малооблачно,З 2м/с
2008-05-11,+24,748,Пасмурно,В 3м/с,+19,748,Пасмурно,В 3м/с
2008-05-12,+24,745,Ясно,С 2м/с,+15,745,Ясно,С 2м/с
2008-05-13,+21,744,Переменная облачность,ЮЗ 3м/с,+15,744,Малооблачно,ЮЗ 3м/с
2008-05-14,+12,738,Пасмурно,В 1м/с,+11,736,Пасмурно,В 1м/с
2008-05-15,+10,741,Переменная облачность,ЮЗ 4м/с,+7,744,Ясно,ЮЗ 4м/с
2008-05-16,+13,749,Переменная облачность,З 3м/с,+11,750,Малооблачно,З 3м/с
2008-05-17,+21,749,Пасмурно,ЮЗ 3м/с,+18,749,Ясно,ЮЗ 3м/с
2008-05-18,+22,751,Малооблачно,З 1м/с,+18,752,Малооблачно,З 1м/с
2008-05-19,+27,752,Малооблачно,ЮЗ 3м/с,+21,752,Ясно,ЮЗ 3м/с
2008-05-20,+29,752,Малооблачно,ЮЗ 2м/с,+21,751,Ясно,ЮЗ 2м/с
2008-05-21,+29,750,Малооблачно,ЮЗ 1м/с,+21,750,Малооблачно,ЮЗ 1м/с
2008-05-22,+29,748,Малооблачно,ЮЗ 1м/с,+19,748,Пасмурно,ЮЗ 1м/с
2008-05-23,+18,751,Переменная облачность,С 4м/с,+17,752,Переменная облачность,С 4м/с
2008-05-24,+20,748,Малооблачно,В 2м/с,+22,745,Переменная облачность,В 2м/с
2008-05-25,+25,744,Пасмурно,З 2м/с,+20,743,Пасмурно,З 2м/с
2008-05-26,+22,739,Пасмурно,СЗ 2м/с,+16,741,Пасмурно,СЗ 2м/с
2008-05-27,+17,744,Пасмурно,С 2м/с,+15,744,Пасмурно,С 2м/с
2008-05-28,+10,742,Пасмурно,С 3м/с,+9,741,Пасмурно,С 3м/с
2008-05-29,+11,738,Пасмурно,СЗ 2м/с,+10,739,Пасмурно,СЗ 2м/с
2008-05-30,+19,740,Пасмурно,З 2м/с,+13,741,Малооблачно,З 2м/с
2008-05-31,+12,740,Пасмурно,СВ 1м/с,+12,740,Малооблачно,СВ 1м/с
2008-06-1,+16,742,Переменная облачность,З 2м/с,+11,744,Малооблачно,З 2м/с
2008-06-2,+13,747,Пасмурно,З 1м/с,+11,748,Переменная облачность,З 1м/с
2008-06-3,+19,747,Переменная облачность,Ш,+12,748,Переменная облачность,Ш
2008-06-4,+19,746,Пасмурно,З 1м/с,+16,746,Переменная облачность,З 1м/с
2008-06-5,+16,739,Переменная облачность,ЮЗ 3м/с,+12,740,Пасмурно,ЮЗ 3м/с
2008-06-6,+14,743,Переменная облачность,СЗ 3м/с,+11,743,Малооблачно,СЗ 3м/с
2008-06-7,+12,744,Переменная облачность,С 3м/с,+8,746,Пасмурно,С 3м/с
2008-06-8,+9,749,Пасмурно,С 3м/с,+7,749,Пасмурно,С 3м/с
2008-06-9,+14,748,Малооблачно,ЮЗ 4м/с,+14,746,Пасмурно,ЮЗ 4м/с
2008-06-10,+21,741,Пасмурно,ЮЗ 4м/с,+16,741,Малооблачно,ЮЗ 4м/с
2008-06-11,+20,746,Малооблачно,ЮЗ 2м/с,+16,745,Ясно,ЮЗ 2м/с
2008-06-12,+28,747,Переменная облачность,З 2м/с,+23,746,Ясно,З 2м/с
2008-06-13,+27,747,Пасмурно,В 1м/с,+22,745,Переменная облачность,В 1м/с
2008-06-14,+26,745,Пасмурно,С 1м/с,+22,744,Пасмурно,С 1м/с
2008-06-15,+27,744,Малооблачно,С 3м/с,+23,744,Малооблачно,С 3м/с
2008-06-16,+30,745,Малооблачно,ЮВ 1м/с,+24,745,Пасмурно,ЮВ 1м/с
2008-06-17,+25,746,Пасмурно,Ш,+22,744,Малооблачно,Ш
2008-06-18,+27,744,Пасмурно,З 1м/с,+23,744,Переменная облачность,З 1м/с
2008-06-19,+27,745,Пасмурно,С 1м/с,+22,746,Пасмурно,С 1м/с
2008-06-20,+23,747,Пасмурно,СВ 3м/с,+21,748,Переменная облачность,СВ 3м/с
2008-06-21,+26,747,Малооблачно,СВ 3м/с,+23,746,Малооблачно,СВ 3м/с
2008-06-22,+31,742,Ясно,В 3м/с,+26,741,Пасмурно,В 3м/с
2008-06-23,+25,741,Пасмурно,ЮЗ 2м/с,+21,741,Пасмурно,ЮЗ 2м/с
2008-06-24,+22,740,Пасмурно,СВ 2м/с,+20,739,Переменная облачность,СВ 2м/с
2008-06-25,+17,738,Пасмурно,В 1м/с,+17,738,Пасмурно,В 1м/с
2008-06-26,+20,740,Переменная облачность,З 2м/с,+15,742,Малооблачно,З 2м/с
2008-06-27,+20,745,Переменная облачность,СЗ 3м/с,+15,746,Малооблачно,СЗ 3м/с
2008-06-28,+23,747,Малооблачно,СЗ 2м/с,+16,747,Малооблачно,СЗ 2м/с
2008-06-29,+21,744,Пасмурно,ЮЗ 2м/с,+16,744,Малооблачно,ЮЗ 2м/с
2008-06-30,+21,739,Пасмурно,В 1м/с,+19,738,Пасмурно,В 1м/с
2008-07-1,+19,738,Пасмурно,З 1м/с,+17,738,Пасмурно,З 1м/с
2008-07-2,+21,738,Пасмурно,Ш,+18,738,Пасмурно,Ш
2008-07-3,+21,738,Переменная облачность,С 2м/с,+19,738,Переменная облачность,С 2м/с
2008-07-4,+23,739,Пасмурно,СВ 2м/с,+19,739,Пасмурно,СВ 2м/с
2008-07-5,+24,738,Пасмурно,В 2м/с,+18,738,Переменная облачность,В 2м/с
2008-07-6,+27,741,Малооблачно,ЮВ 1м/с,+24,741,Переменная облачность,ЮВ 1м/с
2008-07-7,+28,743,Переменная облачность,Ю 3м/с,+21,744,Переменная облачность,Ю 3м/с
2008-07-8,+24,746,Пасмурно,СВ 1м/с,+23,744,Пасмурно,СВ 1м/с
2008-07-9,+26,743,Пасмурно,С 2м/с,+22,743,Малооблачно,С 2м/с
2008-07-10,+26,744,Переменная облачность,Ю 3м/с,+22,743,Ясно,Ю 3м/с
2008-07-11,+28,744,Переменная облачность,ЮЗ 2м/с,+24,744,Малооблачно,ЮЗ 2м/с
2008-07-12,+21,742,Пасмурно,Ю 2м/с,+19,742,Малооблачно,Ю 2м/с
2008-07-13,+23,744,Переменная облачность,СЗ 2м/с,+18,745,Переменная облачность,СЗ 2м/с
2008-07-14,+27,748,Ясно,З 2м/с,+23,748,Ясно,З 2м/с
2008-07-15,+30,748,Малооблачно,СЗ 2м/с,+25,747,Ясно,СЗ 2м/с
2008-07-16,+32,746,Переменная облачность,С 1м/с,+24,745,Пасмурно,С 1м/с
2008-07-17,+32,746,Переменная облачность,С 2м/с,+27,747,Ясно,С 2м/с
2008-07-18,+31,748,Ясно,В 3м/с,+25,747,Ясно,В 3м/с
2008-07-19,+31,747,Ясно,В 2м/с,+22,746,Пасмурно,В 2м/с
2008-07-20,+31,744,Переменная облачность,В 1м/с,+28,744,Переменная облачность,В 1м/с
2008-07-21,+25,747,Пасмурно,Ю 1м/с,+22,747,Пасмурно,Ю 1м/с
2008-07-22,+28,748,Малооблачно,С 2м/с,+24,748,Переменная облачность,С 2м/с
2008-07-23,+32,749,Малооблачно,СВ 1м/с,+27,750,Переменная облачность,СВ 1м/с
2008-07-24,+31,749,Ясно,В 1м/с,+24,748,Ясно,В 1м/с
2008-07-25,+27,746,Переменная облачность,С 2м/с,+22,746,Переменная облачность,С 2м/с
2008-07-26,+26,745,Малооблачно,С 1м/с,+22,745,Малооблачно,С 1м/с
2008-07-27,+22,744,Пасмурно,Ш,+20,744,Малооблачно,Ш
2008-07-28,+15,741,Пасмурно,СВ 3м/с,+15,741,Пасмурно,СВ 3м/с
2008-07-29,+24,744,Малооблачно,З 1м/с,+16,744,Малооблачно,З 1м/с
2008-07-30,+21,747,Малооблачно,ЮЗ 4м/с,+17,747,Ясно,ЮЗ 4м/с
2008-07-31,+23,749,Малооблачно,З 2м/с,+16,750,Ясно,З 2м/с
2008-08-1,+23,750,Малооблачно,ЮЗ 2м/с,+15,750,Малооблачно,ЮЗ 2м/с
2008-08-2,+24,747,Переменная облачность,ЮЗ 1м/с,+17,747,Малооблачно,ЮЗ 1м/с
2008-08-3,+25,747,Пасмурно,З 3м/с,+19,747,Пасмурно,З 3м/с
2008-08-4,+23,742,Пасмурно,С 2м/с,+20,742,Пасмурно,С 2м/с
2008-08-5,+24,744,Пасмурно,З 2м/с,+21,741,Малооблачно,З 2м/с
2008-08-6,+21,738,Пасмурно,ЮЗ 3м/с,+19,736,Пасмурно,ЮЗ 3м/с
2008-08-7,+17,736,Пасмурно,СЗ 1м/с,+12,738,Переменная облачность,СЗ 1м/с
2008-08-8,+13,743,Пасмурно,ЮЗ 3м/с,+12,746,Пасмурно,ЮЗ 3м/с
2008-08-9,+20,748,Малооблачно,З 2м/с,+15,748,Ясно,З 2м/с
2008-08-10,+23,749,Ясно,З 3м/с,+20,748,Ясно,З 3м/с
2008-08-11,+30,749,Ясно,ЮЗ 3м/с,+20,749,Ясно,ЮЗ 3м/с
2008-08-12,+31,750,Ясно,З 1м/с,+22,749,Малооблачно,З 1м/с
2008-08-13,+33,751,Ясно,З 1м/с,+22,751,Малооблачно,З 1м/с
2008-08-14,+33,751,Пасмурно,ЮЗ 1м/с,+23,750,Малооблачно,ЮЗ 1м/с
2008-08-15,+33,750,Малооблачно,З 1м/с,+23,750,Ясно,З 1м/с
2008-08-16,+35,750,Ясно,Ш,+28,750,Ясно,Ш
2008-08-17,+32,752,Ясно,С 2м/с,+26,751,Малооблачно,С 2м/с
2008-08-18,+32,752,Малооблачно,Ш,+23,750,Ясно,Ш
2008-08-19,+33,747,Переменная облачность,Ю 1м/с,+24,746,Ясно,Ю 1м/с
2008-08-20,+35,744,Переменная облачность,Ю 1м/с,+27,744,Переменная облачность,Ю 1м/с
2008-08-21,+23,747,Малооблачно,СЗ 2м/с,,,Неизвестно,
2008-08-22,+27,746,Ясно,Ю 1м/с,+19,744,Ясно,Ю 1м/с
2008-08-23,+25,747,Переменная облачность,З 1м/с,+18,747,Ясно,З 1м/с
2008-08-24,+27,750,Малооблачно,З 2м/с,+21,750,Ясно,З 2м/с
2008-08-25,+28,750,Малооблачно,ЮВ 2м/с,+23,749,Ясно,ЮВ 2м/с
2008-08-26,+30,746,Пасмурно,ЮЗ 3м/с,,,Неизвестно,
2008-08-27,+22,740,Пасмурно,ЮЗ 5м/с,+18,741,Пасмурно,ЮЗ 5м/с
2008-08-28,+19,744,Переменная облачность,З 3м/с,+15,746,Малооблачно,З 3м/с
2008-08-29,+25,744,Малооблачно,ЮЗ 3м/с,+22,743,Пасмурно,ЮЗ 3м/с
2008-08-30,+24,740,Пасмурно,Ю 4м/с,+23,738,Переменная облачность,Ю 4м/с
2008-08-31,+18,733,Переменная облачность,ЮЗ 5м/с,+13,735,Переменная облачность,ЮЗ 5м/с
2008-09-1,+13,741,Переменная облачность,З 3м/с,+9,745,Переменная облачность,З 3м/с
2008-09-2,+15,749,Пасмурно,З 5м/с,+13,748,Переменная облачность,З 5м/с
2008-09-3,+14,751,Пасмурно,З 2м/с,+15,751,Пасмурно,З 2м/с
2008-09-4,+20,753,Переменная облачность,З 2м/с,+16,753,Малооблачно,З 2м/с
2008-09-5,+26,753,Пасмурно,З 3м/с,+17,752,Малооблачно,З 3м/с
2008-09-6,+29,753,Пасмурно,ЮЗ 2м/с,+19,753,Ясно,ЮЗ 2м/с
2008-09-7,+30,753,Ясно,Ю 2м/с,+19,751,Ясно,Ю 2м/с
2008-09-8,+29,748,Переменная облачность,ЮЗ 3м/с,+22,747,Переменная облачность,ЮЗ 3м/с
2008-09-9,+29,744,Малооблачно,ЮЗ 2м/с,+18,744,Переменная облачность,ЮЗ 2м/с
2008-09-10,+18,747,Переменная облачность,С 2м/с,+10,748,Переменная облачность,С 2м/с
2008-09-11,+16,747,Переменная облачность,В 3м/с,+13,745,Малооблачно,В 3м/с
2008-09-12,+13,741,Пасмурно,В 3м/с,+13,739,Пасмурно,В 3м/с
2008-09-13,+15,741,Пасмурно,ЮЗ 1м/с,+12,741,Пасмурно,ЮЗ 1м/с
2008-09-14,+15,742,Пасмурно,Ю 1м/с,+13,743,Переменная облачность,Ю 1м/с
2008-09-15,+11,734,Пасмурно,В 2м/с,+11,735,Пасмурно,В 2м/с
2008-09-16,+8,746,Пасмурно,С 3м/с,+7,749,Пасмурно,С 3м/с
2008-09-17,+10,753,Пасмурно,С 2м/с,+7,755,Переменная облачность,С 2м/с
2008-09-18,+12,757,Пасмурно,СЗ 2м/с,+10,758,Пасмурно,СЗ 2м/с
2008-09-19,+14,760,Пасмурно,В 1м/с,+11,760,Пасмурно,В 1м/с
2008-09-20,+14,762,Пасмурно,СВ 2м/с,+10,762,Переменная облачность,СВ 2м/с
2008-09-21,+14,763,Переменная облачность,В 2м/с,+10,763,Малооблачно,В 2м/с
2008-09-22,+15,762,Ясно,В 2м/с,+9,761,Ясно,В 2м/с
2008-09-23,+15,759,Переменная облачность,В 2м/с,+10,759,Малооблачно,В 2м/с
2008-09-24,+15,757,Пасмурно,В 1м/с,+11,756,Пасмурно,В 1м/с
2008-09-25,+13,753,Пасмурно,Ш,+10,753,Переменная облачность,Ш
2008-09-26,+10,751,Переменная облачность,С 3м/с,+6,752,Переменная облачность,С 3м/с
2008-09-27,+6,753,Переменная облачность,С 2м/с,+3,752,Пасмурно,С 2м/с
2008-09-28,+7,752,Пасмурно,ЮВ 1м/с,+5,751,Ясно,ЮВ 1м/с
2008-09-29,+14,747,Переменная облачность,ЮЗ 4м/с,+12,748,Переменная облачность,ЮЗ 4м/с
2008-09-30,+14,749,Переменная облачность,ЮЗ 3м/с,+12,750,Пасмурно,ЮЗ 3м/с
2008-10-1,+15,752,Пасмурно,Ю 2м/с,+10,753,Ясно,Ю 2м/с
2008-10-2,+17,753,Переменная облачность,Ю 1м/с,+11,753,Ясно,Ю 1м/с
2008-10-3,+20,754,Малооблачно,ЮЗ 3м/с,+15,755,Ясно,ЮЗ 3м/с
2008-10-4,+21,756,Пасмурно,Ю 2м/с,+14,757,Ясно,Ю 2м/с
2008-10-5,+21,756,Ясно,Ю 2м/с,+15,756,Ясно,Ю 2м/с
2008-10-6,+21,755,Малооблачно,Ш,+15,755,Малооблачно,Ш
2008-10-7,+21,752,Малооблачно,Ш,+14,752,Малооблачно,Ш
2008-10-8,+21,748,Пасмурно,З 1м/с,+15,747,Пасмурно,З 1м/с
2008-10-9,+9,746,Пасмурно,С 3м/с,+7,747,Пасмурно,С 3м/с
2008-10-10,+6,752,Переменная облачность,З 3м/с,+3,753,Переменная облачность,З 3м/с
2008-10-11,+5,753,Пасмурно,Ш,+5,753,Пасмурно,Ш
2008-10-12,+7,744,Пасмурно,ЮЗ 4м/с,+8,741,Пасмурно,ЮЗ 4м/с
2008-10-13,+12,741,Пасмурно,З 2м/с,+9,741,Переменная облачность,З 2м/с
2008-10-14,+12,745,Пасмурно,З 4м/с,+8,747,Переменная облачность,З 4м/с
2008-10-15,+13,742,Пасмурно,ЮЗ 4м/с,+11,742,Переменная облачность,ЮЗ 4м/с
2008-10-16,+10,749,Переменная облачность,СЗ 2м/с,+5,750,Малооблачно,СЗ 2м/с
2008-10-17,+11,752,Пасмурно,ЮЗ 1м/с,+9,752,Пасмурно,ЮЗ 1м/с
2008-10-18,+10,753,Пасмурно,Ю 2м/с,+8,751,Переменная облачность,Ю 2м/с
2008-10-19,+7,749,Переменная облачность,ЮЗ 2м/с,+7,750,Переменная облачность,ЮЗ 2м/с
2008-10-20,+8,747,Пасмурно,Ю 2м/с,+6,744,Переменная облачность,Ю 2м/с
2008-10-21,+8,748,Пасмурно,С 2м/с,+6,751,Переменная облачность,С 2м/с
2008-10-22,+9,756,Малооблачно,З 2м/с,+7,756,Ясно,З 2м/с
2008-10-23,+11,756,Малооблачно,З 2м/с,+8,756,Ясно,З 2м/с
2008-10-24,+11,756,Малооблачно,З 3м/с,+7,757,Малооблачно,З 3м/с
